Index  Predicted  Actual     Status    
2857   3          3          ✅ correct 
2858   2          2          ✅ correct 
2859   4          4          ✅ correct 
2860   4          4          ✅ correct 
2861   7          7          ✅ correct 
2862   0          0          ✅ correct 
2863   3          3          ✅ correct 
2864   2          2          ✅ correct 
2865   9          9          ✅ correct 
2866   6          6          ✅ correct 
2867   2          2          ✅ correct 
2868   5          5          ✅ correct 
2869   5          5          ✅ correct 
2870   2          2          ✅ correct 
2871   9          9          ✅ correct 
2872   0          0          ✅ correct 
2873   2          2          ✅ correct 
2874   5          5          ✅ correct 
2875   9          9          ✅ correct 
2876   8          8          ✅ correct 
2877   1          1          ✅ correct 
2878   8          8          ✅ correct 
2879   6          6          ✅ correct 
2880   7          7          ✅ correct 
2881   9          9          ✅ correct 
2882   4          4          ✅ correct 
2883   2          2          ✅ correct 
2884   4          4          ✅ correct 
2885   7          9          ❌ wrong   
2886   3          3          ✅ correct 
2887   8          8          ✅ correct 
2888   3          3          ✅ correct 
2889   1          1          ✅ correct 
2890   1          1          ✅ correct 
2891   3          3          ✅ correct 
2892   4          4          ✅ correct 
2893   9          9          ✅ correct 
2894   5          5          ✅ correct 
2895   8          8          ✅ correct 
2896   9          9          ✅ correct 
2897   6          6          ✅ correct 
2898   6          6          ✅ correct 
2899   8          8          ✅ correct 
2900   2          2          ✅ correct 
2901   9          9          ✅ correct 
2902   3          3          ✅ correct 
2903   8          8          ✅ correct 
2904   0          0          ✅ correct 
2905   6          0          ❌ wrong   
2906   8          8          ✅ correct 
2907   7          7          ✅ correct 
2908   1          1          ✅ correct 
2909   1          1          ✅ correct 
2910   9          9          ✅ correct 
2911   9          9          ✅ correct 
2912   8          8          ✅ correct 
2913   7          7          ✅ correct 
2914   0          0          ✅ correct 
2915   3          3          ✅ correct 
2916   7          7          ✅ correct 
2917   3          3          ✅ correct 
2918   2          2          ✅ correct 
2919   3          3          ✅ correct 
2920   1          1          ✅ correct 
2921   0          0          ✅ correct 
2922   7          7          ✅ correct 
2923   2          1          ❌ wrong   
2924   3          3          ✅ correct 
2925   8          8          ✅ correct 
2926   5          5          ✅ correct 
2927   0          0          ✅ correct 
2928   5          5          ✅ correct 
2929   3          3          ✅ correct 
2930   9          9          ✅ correct 
2931   3          3          ✅ correct 
2932   6          6          ✅ correct 
2933   9          9          ✅ correct 
2934   9          9          ✅ correct 
2935   8          8          ✅ correct 
2936   7          7          ✅ correct 
2937   7          7          ✅ correct 
2938   9          9          ✅ correct 
2939   1          1          ✅ correct 
2940   0          0          ✅ correct 
2941   6          6          ✅ correct 
2942   1          7          ❌ wrong   
2943   3          3          ✅ correct 
2944   4          4          ✅ correct 
2945   3          3          ✅ correct 
2946   9          9          ✅ correct 
2947   1          1          ✅ correct 
2948   0          0          ✅ correct 
2949   2          2          ✅ correct 
2950   2          2          ✅ correct 
2951   3          3          ✅ correct 
2952   5          5          ✅ correct 
2953   8          8          ✅ correct 
2954   9          9          ✅ correct 
2955   3          3          ✅ correct 
2956   2          2          ✅ correct 
2957   4          4          ✅ correct 
2958   9          9          ✅ correct 
2959   4          4          ✅ correct 
2960   9          9          ✅ correct 
2961   2          2          ✅ correct 
2962   9          9          ✅ correct 
2963   8          8          ✅ correct 
2964   8          8          ✅ correct 
2965   5          5          ✅ correct 
2966   9          9          ✅ correct 
2967   6          6          ✅ correct 
2968   3          3          ✅ correct 
2969   1          1          ✅ correct 
2970   8          8          ✅ correct 
2971   7          7          ✅ correct 
2972   9          9          ✅ correct 
2973   7          7          ✅ correct 
2974   8          8          ✅ correct 
2975   6          6          ✅ correct 
2976   2          2          ✅ correct 
2977   2          2          ✅ correct 
2978   1          1          ✅ correct 
2979   5          5          ✅ correct 
2980   2          2          ✅ correct 
2981   9          9          ✅ correct 
2982   0          0          ✅ correct 
2983   1          1          ✅ correct 
2984   9          9          ✅ correct 
2985   9          9          ✅ correct 
2986   6          6          ✅ correct 
2987   8          8          ✅ correct 
2988   1          1          ✅ correct 
2989   5          5          ✅ correct 
2990   7          7          ✅ correct 
2991   9          9          ✅ correct 
2992   6          6          ✅ correct 
2993   7          7          ✅ correct 
2994   2          2          ✅ correct 
2995   2          2          ✅ correct 
2996   5          5          ✅ correct 
2997   8          8          ✅ correct 
2998   8          8          ✅ correct 
2999   6          6          ✅ correct 
3000   0          0          ✅ correct 
3001   0          0          ✅ correct 
3002   9          9          ✅ correct 
3003   8          8          ✅ correct 
3004   4          4          ✅ correct 
3005   3          3          ✅ correct 
3006   4          4          ✅ correct 
3007   9          9          ✅ correct 
3008   1          1          ✅ correct 
3009   4          4          ✅ correct 
3010   5          5          ✅ correct 
3011   5          5          ✅ correct 
3012   8          8          ✅ correct 
3013   0          0          ✅ correct 
3014   3          3          ✅ correct 
3015   0          0          ✅ correct 
3016   6          6          ✅ correct 
3017   5          5          ✅ correct 
3018   4          4          ✅ correct 
3019   8          8          ✅ correct 
3020   4          4          ✅ correct 
3021   1          1          ✅ correct 
3022   3          3          ✅ correct 
3023   4          4          ✅ correct 
3024   6          6          ✅ correct 
3025   6          6          ✅ correct 
3026   1          1          ✅ correct 
3027   3          3          ✅ correct 
3028   9          9          ✅ correct 
3029   9          9          ✅ correct 
3030   4          4          ✅ correct 
3031   8          8          ✅ correct 
3032   0          0          ✅ correct 
3033   8          8          ✅ correct 
3034   6          6          ✅ correct 
3035   7          7          ✅ correct 
3036   3          9          ❌ wrong   
3037   7          7          ✅ correct 
3038   9          9          ✅ correct 
3039   5          5          ✅ correct 
3040   3          3          ✅ correct 
3041   2          2          ✅ correct 
3042   4          4          ✅ correct 
3043   0          0          ✅ correct 
3044   6          6          ✅ correct 
3045   9          9          ✅ correct 
3046   8          8          ✅ correct 
3047   3          3          ✅ correct 
3048   9          5          ❌ wrong   
3049   5          5          ✅ correct 
3050   7          7          ✅ correct 
3051   9          9          ✅ correct 
3052   8          8          ✅ correct 
3053   7          7          ✅ correct 
3054   7          7          ✅ correct 
3055   4          4          ✅ correct 
3056   8          8          ✅ correct 
3057   6          6          ✅ correct 
3058   3          3          ✅ correct 
3059   5          5          ✅ correct 
3060   3          3          ✅ correct 
3061   8          8          ✅ correct 
3062   3          3          ✅ correct 
3063   3          3          ✅ correct 
3064   5          5          ✅ correct 
3065   4          4          ✅ correct 
3066   1          1          ✅ correct 
3067   9          9          ✅ correct 
3068   0          0          ✅ correct 
3069   1          1          ✅ correct 
3070   1          1          ✅ correct 
3071   2          2          ✅ correct 
3072   0          0          ✅ correct 
3073   9          9          ✅ correct 
3074   1          1          ✅ correct 
3075   0          0          ✅ correct 
3076   6          6          ✅ correct 
3077   8          8          ✅ correct 
3078   9          9          ✅ correct 
3079   9          9          ✅ correct 
3080   5          5          ✅ correct 
3081   6          6          ✅ correct 
3082   8          8          ✅ correct 
3083   5          5          ✅ correct 
3084   6          6          ✅ correct 
3085   6          6          ✅ correct 
3086   3          3          ✅ correct 
3087   0          0          ✅ correct 
3088   2          2          ✅ correct 
3089   3          3          ✅ correct 
3090   7          7          ✅ correct 
3091   4          4          ✅ correct 
3092   8          8          ✅ correct 
3093   3          3          ✅ correct 
3094   4          4          ✅ correct 
3095   6          6          ✅ correct 
3096   0          0          ✅ correct 
3097   8          8          ✅ correct 
3098   2          2          ✅ correct 
3099   0          0          ✅ correct 
3100   6          6          ✅ correct 
3101   2          2          ✅ correct 
3102   9          9          ✅ correct 
3103   1          1          ✅ correct 
3104   0          0          ✅ correct 
3105   8          8          ✅ correct 
3106   3          3          ✅ correct 
3107   4          4          ✅ correct 
3108   3          3          ✅ correct 
3109   1          1          ✅ correct 
3110   9          9          ✅ correct 
3111   5          5          ✅ correct 
3112   7          7          ✅ correct 
3113   2          2          ✅ correct 
3114   5          5          ✅ correct 
3115   9          9          ✅ correct 
3116   6          6          ✅ correct 
3117   1          1          ✅ correct 
3118   5          5          ✅ correct 
3119   2          2          ✅ correct 
3120   0          0          ✅ correct 
3121   9          9          ✅ correct 
3122   0          0          ✅ correct 
3123   4          4          ✅ correct 
3124   2          2          ✅ correct 
3125   7          7          ✅ correct 
3126   0          0          ✅ correct 
3127   7          7          ✅ correct 
3128   6          6          ✅ correct 
3129   1          1          ✅ correct 
3130   2          2          ✅ correct 
3131   4          4          ✅ correct 
3132   9          9          ✅ correct 
3133   8          8          ✅ correct 
3134   5          9          ❌ wrong   
3135   8          8          ✅ correct 
3136   7          7          ✅ correct 
3137   8          8          ✅ correct 
3138   6          6          ✅ correct 
3139   4          4          ✅ correct 
3140   0          0          ✅ correct 
3141   1          1          ✅ correct 
3142   3          3          ✅ correct 
3143   2          2          ✅ correct 
3144   7          7          ✅ correct 
3145   3          3          ✅ correct 
3146   8          8          ✅ correct 
3147   8          8          ✅ correct 
3148   4          4          ✅ correct 
3149   4          4          ✅ correct 
3150   8          8          ✅ correct 
3151   9          9          ✅ correct 
3152   9          9          ✅ correct 
3153   1          1          ✅ correct 
3154   1          1          ✅ correct 
3155   7          7          ✅ correct 
3156   9          9          ✅ correct 
3157   1          1          ✅ correct 
3158   2          2          ✅ correct 
3159   6          6          ✅ correct 
3160   6          6          ✅ correct 
3161   9          9          ✅ correct 
3162   4          4          ✅ correct 
3163   0          0          ✅ correct 
3164   9          9          ✅ correct 
3165   9          9          ✅ correct 
3166   7          7          ✅ correct 
3167   9          9          ✅ correct 
3168   5          5          ✅ correct 
3169   2          2          ✅ correct 
3170   6          6          ✅ correct 
3171   7          7          ✅ correct 
3172   9          5          ❌ wrong   
3173   2          1          ❌ wrong   
3174   1          1          ✅ correct 
3175   0          0          ✅ correct 
3176   4          4          ✅ correct 
3177   7          7          ✅ correct 
3178   4          4          ✅ correct 
3179   5          5          ✅ correct 
3180   0          0          ✅ correct 
3181   2          2          ✅ correct 
3182   7          7          ✅ correct 
3183   3          3          ✅ correct 
3184   4          4          ✅ correct 
3185   3          3          ✅ correct 
3186   0          0          ✅ correct 
3187   8          8          ✅ correct 
3188   5          5          ✅ correct 
3189   8          8          ✅ correct 
3190   4          4          ✅ correct 
3191   1          1          ✅ correct 
3192   5          5          ✅ correct 
3193   7          7          ✅ correct 
3194   2          2          ✅ correct 
3195   8          8          ✅ correct 
3196   2          2          ✅ correct 
3197   8          8          ✅ correct 
3198   0          0          ✅ correct 
3199   4          4          ✅ correct 
3200   7          7          ✅ correct 
3201   0          0          ✅ correct 
3202   4          4          ✅ correct 
3203   9          9          ✅ correct 
3204   8          8          ✅ correct 
3205   0          0          ✅ correct 
3206   3          3          ✅ correct 
3207   8          8          ✅ correct 
3208   2          1          ❌ wrong   
3209   3          3          ✅ correct 
3210   6          6          ✅ correct 
3211   4          4          ✅ correct 
3212   5          5          ✅ correct 
3213   0          0          ✅ correct 
3214   0          0          ✅ correct 
3215   0          0          ✅ correct 
3216   9          9          ✅ correct 
3217   4          4          ✅ correct 
3218   7          7          ✅ correct 
3219   6          6          ✅ correct 
3220   2          2          ✅ correct 
3221   1          1          ✅ correct 
3222   1          1          ✅ correct 
3223   4          4          ✅ correct 
3224   8          8          ✅ correct 
3225   0          0          ✅ correct 
3226   3          3          ✅ correct 
3227   8          8          ✅ correct 
3228   3          3          ✅ correct 
3229   7          7          ✅ correct 
3230   7          7          ✅ correct 
3231   0          0          ✅ correct 
3232   0          0          ✅ correct 
3233   8          8          ✅ correct 
3234   2          2          ✅ correct 
3235   7          7          ✅ correct 
3236   5          5          ✅ correct 
3237   4          4          ✅ correct 
3238   6          6          ✅ correct 
3239   4          4          ✅ correct 
3240   4          4          ✅ correct 
3241   3          3          ✅ correct 
3242   9          9          ✅ correct 
3243   3          3          ✅ correct 
3244   0          0          ✅ correct 
3245   1          1          ✅ correct 
3246   8          8          ✅ correct 
3247   1          1          ✅ correct 
3248   8          8          ✅ correct 
3249   1          1          ✅ correct 
3250   8          8          ✅ correct 
3251   4          4          ✅ correct 
3252   4          4          ✅ correct 
3253   6          6          ✅ correct 
3254   5          5          ✅ correct 
3255   6          6          ✅ correct 
3256   8          8          ✅ correct 
3257   5          5          ✅ correct 
3258   1          1          ✅ correct 
3259   2          2          ✅ correct 
3260   4          4          ✅ correct 
3261   5          5          ✅ correct 
3262   2          2          ✅ correct 
3263   3          3          ✅ correct 
3264   3          3          ✅ correct 
3265   3          3          ✅ correct 
3266   1          1          ✅ correct 
3267   6          6          ✅ correct 
3268   1          1          ✅ correct 
3269   1          1          ✅ correct 
3270   7          7          ✅ correct 
3271   4          4          ✅ correct 
3272   5          5          ✅ correct 
3273   9          9          ✅ correct 
3274   8          8          ✅ correct 
3275   6          6          ✅ correct 
3276   5          4          ❌ wrong   
3277   0          0          ✅ correct 
3278   6          6          ✅ correct 
3279   7          7          ✅ correct 
3280   3          3          ✅ correct 
3281   1          1          ✅ correct 
3282   3          3          ✅ correct 
3283   2          2          ✅ correct 
3284   6          6          ✅ correct 
3285   2          2          ✅ correct 
3286   2          2          ✅ correct 
3287   8          8          ✅ correct 
3288   1          1          ✅ correct 
3289   3          3          ✅ correct 
3290   3          3          ✅ correct 
3291   5          5          ✅ correct 
3292   7          7          ✅ correct 
3293   2          2          ✅ correct 
3294   4          4          ✅ correct 
3295   3          3          ✅ correct 
3296   0          0          ✅ correct 
3297   8          8          ✅ correct 
3298   4          4          ✅ correct 
3299   7          7          ✅ correct 
3300   2          2          ✅ correct 
3301   5          5          ✅ correct 
3302   1          2          ❌ wrong   
3303   1          1          ✅ correct 
3304   7          7          ✅ correct 
3305   0          0          ✅ correct 
3306   3          3          ✅ correct 
3307   2          2          ✅ correct 
3308   1          1          ✅ correct 
3309   3          3          ✅ correct 
3310   2          2          ✅ correct 
3311   1          1          ✅ correct 
3312   3          3          ✅ correct 
3313   8          8          ✅ correct 
3314   4          4          ✅ correct 
3315   1          1          ✅ correct 
3316   2          2          ✅ correct 
3317   0          0          ✅ correct 
3318   8          8          ✅ correct 
3319   2          2          ✅ correct 
3320   1          1          ✅ correct 
3321   2          2          ✅ correct 
3322   2          2          ✅ correct 
3323   0          0          ✅ correct 
3324   8          8          ✅ correct 
3325   3          3          ✅ correct 
3326   1          1          ✅ correct 
3327   2          2          ✅ correct 
3328   0          0          ✅ correct 
3329   2          2          ✅ correct 
3330   1          1          ✅ correct 
3331   8          8          ✅ correct 
3332   2          2          ✅ correct 
3333   2          2          ✅ correct 
3334   2          2          ✅ correct 
3335   4          4          ✅ correct 
3336   6          6          ✅ correct 
3337   2          2          ✅ correct 
3338   4          4          ✅ correct 
3339   6          6          ✅ correct 
3340   5          5          ✅ correct 
3341   5          5          ✅ correct 
3342   1          1          ✅ correct 
3343   7          7          ✅ correct 
3344   9          9          ✅ correct 
3345   7          7          ✅ correct 
3346   7          7          ✅ correct 
3347   3          3          ✅ correct 
3348   5          5          ✅ correct 
3349   5          5          ✅ correct 
3350   6          7          ❌ wrong   
3351   7          9          ❌ wrong   
3352   7          7          ✅ correct 
3353   9          9          ✅ correct 
3354   4          4          ✅ correct 
3355   4          4          ✅ correct 
3356   7          7          ✅ correct 
3357   9          9          ✅ correct 
3358   4          4          ✅ correct 
3359   1          1          ✅ correct 
3360   6          6          ✅ correct 
3361   9          9          ✅ correct 
3362   6          6          ✅ correct 
3363   2          2          ✅ correct 
3364   7          7          ✅ correct 
3365   7          7          ✅ correct 
3366   2          2          ✅ correct 
3367   2          2          ✅ correct 
3368   5          4          ❌ wrong   
3369   3          3          ✅ correct 
3370   6          6          ✅ correct 
3371   9          9          ✅ correct 
3372   1          1          ✅ correct 
3373   3          3          ✅ correct 
3374   5          5          ✅ correct 
3375   5          5          ✅ correct 
3376   6          6          ✅ correct 
3377   3          3          ✅ correct 
3378   7          7          ✅ correct 
3379   2          2          ✅ correct 
3380   2          2          ✅ correct 
3381   3          9          ❌ wrong   
3382   4          4          ✅ correct 
3383   7          7          ✅ correct 
3384   5          5          ✅ correct 
3385   1          1          ✅ correct 
3386   1          1          ✅ correct 
3387   3          3          ✅ correct 
3388   8          8          ✅ correct 
3389   6          6          ✅ correct 
3390   4          4          ✅ correct 
3391   2          2          ✅ correct 
3392   5          5          ✅ correct 
3393   3          3          ✅ correct 
3394   2          2          ✅ correct 
3395   4          4          ✅ correct 
3396   7          7          ✅ correct 
3397   8          8          ✅ correct 
3398   1          1          ✅ correct 
3399   2          2          ✅ correct 
3400   8          8          ✅ correct 
3401   3          3          ✅ correct 
3402   3          3          ✅ correct 
3403   7          7          ✅ correct 
3404   6          6          ✅ correct 
3405   2          2          ✅ correct 
3406   9          9          ✅ correct 
3407   1          1          ✅ correct 
3408   1          1          ✅ correct 
3409   8          8          ✅ correct 
3410   8          8          ✅ correct 
3411   3          3          ✅ correct 
3412   3          3          ✅ correct 
3413   3          3          ✅ correct 
3414   9          9          ✅ correct 
3415   3          3          ✅ correct 
3416   7          7          ✅ correct 
3417   7          7          ✅ correct 
3418   7          7          ✅ correct 
3419   4          4          ✅ correct 
3420   2          1          ❌ wrong   
3421   4          4          ✅ correct 
3422   2          2          ✅ correct 
3423   9          9          ✅ correct 
3424   8          8          ✅ correct 
3425   2          2          ✅ correct 
3426   1          1          ✅ correct 
3427   9          9          ✅ correct 
3428   2          2          ✅ correct 
3429   8          8          ✅ correct 
3430   8          8          ✅ correct 
3431   2          2          ✅ correct 
3432   6          6          ✅ correct 
3433   9          9          ✅ correct 
3434   7          7          ✅ correct 
3435   1          1          ✅ correct 
3436   8          8          ✅ correct 
3437   4          4          ✅ correct 
3438   2          2          ✅ correct 
3439   1          1          ✅ correct 
3440   4          4          ✅ correct 
3441   1          1          ✅ correct 
3442   4          4          ✅ correct 
3443   5          5          ✅ correct 
3444   5          5          ✅ correct 
3445   5          5          ✅ correct 
3446   4          4          ✅ correct 
3447   4          4          ✅ correct 
3448   0          0          ✅ correct 
3449   6          6          ✅ correct 
3450   2          2          ✅ correct 
3451   6          6          ✅ correct 
3452   8          8          ✅ correct 
3453   9          9          ✅ correct 
3454   4          4          ✅ correct 
3455   7          7          ✅ correct 
3456   6          6          ✅ correct 
3457   8          8          ✅ correct 
3458   3          3          ✅ correct 
3459   9          9          ✅ correct 
3460   9          9          ✅ correct 
3461   5          5          ✅ correct 
3462   6          6          ✅ correct 
3463   4          4          ✅ correct 
3464   1          1          ✅ correct 
3465   7          7          ✅ correct 
3466   8          8          ✅ correct 
3467   3          3          ✅ correct 
3468   9          9          ✅ correct 
3469   8          8          ✅ correct 
3470   2          2          ✅ correct 
3471   3          3          ✅ correct 
3472   6          6          ✅ correct 
3473   8          8          ✅ correct 
3474   7          7          ✅ correct 
3475   1          1          ✅ correct 
3476   7          7          ✅ correct 
3477   0          0          ✅ correct 
3478   2          2          ✅ correct 
3479   9          9          ✅ correct 
3480   4          4          ✅ correct 
3481   4          4          ✅ correct 
3482   4          4          ✅ correct 
3483   3          3          ✅ correct 
3484   0          0          ✅ correct 
3485   0          0          ✅ correct 
3486   9          9          ✅ correct 
3487   6          6          ✅ correct 
3488   3          3          ✅ correct 
3489   7          7          ✅ correct 
3490   2          2          ✅ correct 
3491   5          5          ✅ correct 
3492   5          5          ✅ correct 
3493   4          4          ✅ correct 
3494   2          2          ✅ correct 
3495   0          0          ✅ correct 
3496   0          0          ✅ correct 
3497   4          4          ✅ correct 
